numer_sta,date,nb_niv,
07761,20241208005835,511,
p_niv,altitude,t,td,dd,ff,
15176,13355.700000,226.610000,192.940000,250,19.100000,
15106,13386.400000,226.470000,192.840000,251,18.900000,
15036,13417.300000,226.150000,192.630000,253,18.800000,
14962,13449.700000,225.910000,192.460000,254,18.800000,
14888,13482.800000,225.630000,192.270000,255,18.900000,
14814,13515.300000,225.270000,192.030000,255,19.000000,
14747,13545.500000,225.040000,191.870000,256,19.100000,
14672,13579.000000,224.690000,191.630000,257,19.100000,
14597,13612.600000,224.370000,191.410000,258,19.200000,
14524,13645.700000,224.070000,191.210000,259,19.300000,
14454,13677.000000,223.750000,190.990000,261,19.300000,
14374,13713.500000,223.460000,190.800000,263,19.500000,
14306,13744.600000,223.150000,190.580000,265,19.900000,
14232,13778.300000,222.960000,190.450000,267,20.400000,
14154,13814.500000,222.690000,190.270000,269,21.100000,
14081,13847.900000,222.440000,190.090000,271,21.600000,
14009,13881.500000,222.390000,190.060000,272,22.000000,
13935,13915.800000,222.240000,189.960000,273,22.200000,
13899,13932.700000,222.160000,189.900000,274,22.100000,
13792,13982.900000,222.280000,189.990000,276,21.600000,
13713,14020.100000,222.200000,189.930000,277,21.000000,
13643,14053.700000,221.940000,189.760000,278,20.500000,
13571,14088.100000,222.180000,189.920000,279,19.900000,
13502,14121.200000,222.070000,189.850000,280,19.200000,
13429,14156.300000,221.920000,189.740000,280,18.700000,
13353,14193.300000,221.750000,189.630000,279,18.300000,
13287,14225.100000,221.670000,189.570000,278,17.800000,
13226,14255.400000,221.670000,189.570000,277,17.300000,
13160,14287.400000,221.820000,189.670000,276,16.800000,
13085,14324.700000,221.820000,189.670000,274,16.300000,
13021,14356.400000,221.650000,189.560000,273,15.900000,
12952,14391.300000,221.460000,189.430000,272,15.500000,
12882,14426.000000,221.270000,189.300000,270,15.100000,
12810,14462.600000,220.940000,189.070000,269,14.900000,
12738,14498.900000,220.590000,188.830000,269,14.600000,
12664,14536.400000,220.300000,188.630000,268,14.400000,
12593,14572.600000,219.980000,188.410000,267,14.100000,
12518,14611.100000,219.670000,188.200000,266,13.700000,
12450,14646.000000,219.400000,188.010000,265,13.400000,
12381,14682.000000,219.090000,187.800000,264,13.000000,
12311,14718.300000,218.770000,187.580000,262,12.700000,
12242,14754.400000,218.470000,187.370000,261,12.400000,
12174,14789.800000,218.230000,187.210000,259,12.200000,
12106,14825.400000,218.050000,187.090000,257,12.000000,
12039,14861.200000,217.820000,186.930000,256,11.800000,
11970,14897.900000,217.510000,186.710000,254,11.500000,
11900,14934.800000,217.220000,186.510000,252,11.200000,
11830,14972.400000,216.980000,186.350000,250,10.800000,
11767,15006.400000,216.770000,186.200000,247,10.400000,
11707,15038.900000,216.690000,186.140000,244,9.800000,
11641,15074.900000,216.540000,186.050000,241,9.100000,
11569,15114.200000,216.560000,186.060000,237,8.500000,
11502,15151.100000,216.750000,186.190000,233,7.800000,
11437,15186.800000,217.060000,186.400000,229,7.200000,
11382,15217.300000,217.900000,186.980000,224,6.700000,
11324,15249.900000,218.570000,187.440000,219,6.300000,
11260,15286.300000,218.410000,187.330000,216,5.900000,
11197,15322.100000,218.050000,187.090000,213,5.600000,
11136,15357.000000,217.710000,186.850000,212,5.300000,
11079,15389.600000,217.430000,186.660000,214,5.100000,
11023,15422.000000,217.160000,186.470000,217,4.700000,
10974,15450.500000,216.980000,186.350000,225,4.300000,
10913,15485.800000,216.850000,186.260000,234,4.000000,
10880,15504.700000,216.890000,186.280000,239,4.000000,
10785,15560.800000,216.580000,186.070000,252,4.000000,
10717,15600.400000,216.300000,185.870000,257,4.200000,
10661,15633.600000,216.090000,185.730000,259,4.500000,
10602,15668.900000,215.860000,185.570000,257,4.800000,
10549,15700.500000,215.610000,185.400000,255,5.100000,
10497,15731.500000,215.410000,185.260000,252,5.700000,
10442,15764.800000,215.260000,185.160000,250,6.300000,
10384,15799.600000,214.960000,184.950000,248,7.000000,
10327,15834.600000,214.660000,184.740000,248,7.800000,
10275,15866.400000,214.440000,184.590000,249,8.700000,
10221,15899.400000,214.360000,184.540000,250,9.500000,
10171,15930.300000,214.200000,184.420000,251,10.300000,
10120,15961.800000,213.970000,184.270000,252,10.900000,
10071,15992.000000,213.740000,184.100000,253,11.500000,
10013,16028.200000,213.550000,183.970000,254,12.000000,
9982,16047.500000,213.480000,183.920000,254,12.200000,
9896,16101.600000,213.810000,184.150000,254,12.600000,
9848,16132.100000,213.830000,184.160000,254,12.900000,
9796,16165.200000,213.550000,183.970000,253,13.200000,
9741,16200.300000,213.310000,183.810000,253,13.500000,
9692,16232.100000,213.440000,183.900000,253,13.800000,
9643,16263.500000,213.460000,183.910000,253,14.100000,
9589,16298.300000,213.410000,183.870000,253,14.300000,
9542,16329.500000,213.220000,183.740000,253,14.400000,
9496,16359.400000,213.050000,183.620000,252,14.400000,
9450,16389.500000,213.080000,183.640000,252,14.100000,
9409,16416.900000,213.300000,183.790000,251,13.700000,
9357,16451.100000,213.390000,183.860000,250,13.100000,
9314,16480.200000,213.570000,183.990000,250,12.400000,
9273,16507.600000,213.610000,184.010000,250,11.800000,
9229,16537.800000,213.920000,184.230000,251,11.300000,
9184,16568.400000,214.100000,184.360000,252,11.100000,
9139,16598.600000,214.150000,184.390000,254,11.000000,
9093,16630.300000,214.210000,184.430000,256,11.100000,
9047,16662.100000,214.090000,184.340000,258,11.200000,
9006,16690.600000,213.920000,184.230000,260,11.400000,
8961,16722.300000,213.720000,184.090000,262,11.600000,
8913,16755.400000,213.460000,183.910000,264,11.800000,
8867,16787.800000,213.240000,183.760000,266,11.900000,
8817,16823.600000,213.010000,183.600000,268,12.100000,
8768,16858.200000,212.870000,183.500000,270,12.300000,
8718,16893.400000,212.660000,183.350000,272,12.700000,
8668,16929.800000,212.530000,183.270000,273,13.200000,
8619,16964.400000,212.410000,183.180000,274,13.900000,
8571,16999.500000,212.390000,183.160000,275,14.500000,
8523,17034.600000,212.370000,183.150000,276,15.000000,
8482,17064.300000,212.370000,183.150000,277,15.400000,
8439,17095.600000,212.390000,183.160000,279,15.600000,
8392,17131.000000,212.220000,183.050000,280,15.500000,
8346,17165.100000,212.280000,183.090000,282,15.200000,
8304,17196.400000,212.520000,183.250000,284,14.900000,
8260,17229.500000,212.480000,183.230000,285,14.400000,
8216,17262.300000,212.440000,183.200000,287,14.000000,
8174,17294.700000,212.570000,183.290000,289,13.700000,
8134,17324.900000,212.770000,183.430000,291,13.600000,
8092,17357.200000,212.790000,183.440000,292,13.500000,
8046,17392.700000,212.570000,183.290000,294,13.600000,
7999,17428.900000,212.370000,183.150000,295,13.800000,
7954,17464.300000,212.120000,182.970000,295,14.100000,
7908,17500.200000,211.870000,182.800000,295,14.300000,
7863,17535.700000,211.640000,182.640000,295,14.600000,
7820,17569.400000,211.600000,182.620000,295,14.800000,
7779,17602.300000,211.610000,182.620000,295,14.900000,
7734,17637.800000,211.570000,182.590000,296,14.700000,
7710,17657.000000,211.570000,182.590000,297,14.700000,
7644,17710.800000,211.910000,182.830000,299,14.400000,
7602,17744.700000,211.840000,182.780000,301,14.000000,
7560,17779.100000,211.860000,182.790000,302,13.500000,
7525,17807.800000,212.000000,182.900000,303,12.900000,
7491,17835.700000,212.030000,182.910000,303,12.200000,
7474,17849.700000,212.040000,182.920000,304,11.800000,
7420,17894.900000,212.370000,183.150000,305,10.500000,
7383,17926.300000,212.440000,183.200000,306,9.500000,
7346,17957.000000,212.390000,183.160000,308,8.500000,
7308,17990.000000,212.410000,183.180000,312,7.500000,
