numer_sta,date,nb_niv,
07761,20250131111532,3256,
p_niv,altitude,t,td,dd,ff,
63530,3820.000000,260.760000,259.430000,199,9.000000,
63440,3831.000000,260.650000,259.360000,200,8.900000,
63350,3841.000000,260.620000,259.380000,200,8.800000,
63240,3855.000000,260.500000,259.260000,200,8.800000,
63160,3865.000000,260.410000,259.100000,200,8.800000,
63080,3875.000000,260.320000,258.980000,200,8.800000,
62980,3886.000000,260.320000,258.960000,201,8.800000,
62890,3898.000000,260.390000,258.700000,201,8.700000,
62800,3908.000000,260.310000,258.560000,202,8.700000,
62720,3918.000000,260.270000,258.440000,202,8.600000,
62650,3927.000000,260.200000,258.160000,202,8.600000,
62570,3936.000000,260.130000,258.040000,203,8.700000,
62470,3949.000000,259.980000,257.920000,203,8.600000,
62390,3958.000000,259.910000,257.880000,203,8.600000,
62300,3970.000000,259.840000,257.790000,204,8.500000,
62170,3985.000000,259.680000,257.610000,204,8.500000,
62090,3995.000000,259.770000,257.590000,204,8.400000,
62000,4006.000000,259.720000,257.510000,205,8.400000,
61890,4020.000000,259.510000,257.300000,205,8.300000,
61790,4032.000000,259.340000,257.140000,205,8.200000,
61680,4045.000000,259.240000,257.040000,205,8.100000,
61600,4056.000000,259.220000,257.070000,205,8.000000,
61510,4066.000000,259.120000,257.010000,205,7.900000,
61430,4076.000000,258.980000,256.890000,205,7.700000,
61330,4088.000000,258.880000,256.810000,205,7.600000,
61230,4100.000000,258.810000,256.830000,206,7.600000,
61130,4113.000000,258.710000,256.820000,207,7.500000,
61060,4122.000000,258.640000,256.790000,207,7.300000,
60960,4135.000000,258.520000,256.630000,206,7.200000,
60830,4150.000000,258.400000,256.360000,206,7.200000,
60690,4168.000000,258.350000,256.210000,206,7.200000,
60580,4182.000000,258.370000,256.190000,206,7.300000,
60490,4193.000000,258.280000,256.120000,205,7.400000,
60430,4200.000000,258.200000,256.090000,204,7.500000,
60330,4214.000000,258.160000,255.980000,204,7.600000,
60210,4228.000000,258.150000,255.780000,204,7.700000,
60110,4241.000000,258.030000,255.420000,205,7.800000,
60000,4254.000000,257.910000,255.120000,205,7.800000,
59910,4265.000000,257.840000,255.010000,205,7.800000,
59840,4275.000000,257.790000,254.980000,205,7.700000,
59760,4285.000000,257.690000,254.890000,204,7.700000,
59660,4297.000000,257.570000,254.780000,204,7.700000,
59570,4309.000000,257.590000,254.830000,203,7.700000,
59460,4323.000000,257.400000,254.740000,203,7.800000,
59350,4337.000000,257.320000,254.700000,203,8.000000,
59230,4352.000000,257.250000,254.700000,203,8.100000,
59120,4366.000000,257.200000,254.660000,203,8.100000,
59040,4376.000000,257.200000,254.480000,203,8.200000,
58960,4387.000000,257.180000,254.220000,203,8.200000,
58860,4399.000000,257.130000,254.020000,203,8.300000,
58780,4409.000000,257.130000,253.760000,204,8.400000,
58700,4420.000000,257.080000,253.520000,204,8.500000,
58610,4431.000000,257.000000,253.240000,205,8.600000,
58550,4439.000000,257.000000,253.020000,206,8.700000,
58480,4448.000000,256.930000,252.820000,207,8.800000,
58400,4458.000000,256.880000,252.680000,207,9.000000,
58340,4466.000000,256.800000,252.550000,208,9.200000,
58270,4475.000000,256.730000,252.480000,210,9.300000,
58190,4485.000000,256.630000,252.360000,211,9.400000,
58080,4499.000000,256.730000,252.300000,212,9.500000,
58030,4506.000000,256.580000,252.060000,213,9.600000,
57890,4524.000000,256.460000,251.950000,213,9.700000,
57810,4534.000000,256.460000,251.950000,213,9.700000,
57730,4545.000000,256.260000,251.850000,213,9.800000,
57640,4557.000000,256.180000,251.840000,213,10.000000,
57550,4568.000000,256.030000,251.660000,213,10.100000,
57470,4579.000000,255.960000,251.540000,214,10.100000,
57430,4584.000000,255.910000,251.460000,214,10.200000,
57280,4603.000000,255.780000,251.350000,215,10.200000,
57200,4613.000000,255.710000,251.340000,216,10.200000,
57160,4620.000000,255.680000,251.350000,217,10.300000,
57080,4630.000000,255.580000,251.280000,217,10.400000,
57020,4638.000000,255.460000,251.220000,217,10.500000,
56960,4646.000000,255.460000,251.290000,218,10.500000,
56900,4654.000000,255.410000,251.300000,217,10.500000,
56830,4663.000000,255.280000,251.200000,217,10.500000,
56750,4673.000000,255.230000,251.190000,217,10.500000,
56670,4683.000000,255.050000,251.050000,217,10.500000,
56610,4691.000000,254.950000,251.000000,217,10.500000,
56530,4702.000000,254.950000,250.980000,217,10.500000,
56450,4712.000000,254.780000,250.890000,217,10.600000,
56380,4722.000000,254.730000,250.940000,218,10.700000,
56300,4733.000000,254.600000,250.820000,218,10.900000,
56210,4745.000000,254.490000,250.770000,219,10.900000,
56120,4757.000000,254.360000,250.700000,220,10.900000,
56000,4772.000000,254.250000,250.700000,222,10.900000,
55920,4783.000000,254.160000,250.760000,223,11.000000,
55820,4796.000000,254.010000,250.750000,224,11.000000,
55740,4807.000000,253.940000,250.850000,224,11.000000,
55660,4818.000000,253.850000,250.860000,225,10.900000,
55580,4828.000000,253.770000,250.820000,225,10.700000,
55470,4843.000000,253.610000,250.730000,226,10.600000,
55390,4854.000000,253.570000,250.620000,226,10.400000,
55290,4867.000000,253.480000,250.530000,226,10.300000,
55190,4881.000000,253.330000,250.430000,226,10.200000,
55110,4891.000000,253.260000,250.420000,226,10.200000,
55040,4901.000000,253.130000,250.350000,226,10.300000,
54940,4915.000000,253.000000,250.260000,226,10.300000,
54850,4927.000000,252.930000,250.240000,226,10.300000,
54780,4936.000000,252.820000,250.260000,226,10.300000,
54710,4945.000000,252.750000,250.250000,227,10.300000,
54640,4955.000000,252.650000,250.210000,227,10.300000,
54550,4967.000000,252.490000,250.080000,227,10.300000,
54480,4977.000000,252.430000,250.030000,227,10.300000,
54380,4990.000000,252.320000,249.950000,227,10.200000,
54280,5004.000000,252.170000,249.860000,227,10.300000,
54200,5015.000000,252.080000,249.780000,226,10.400000,
54120,5025.000000,252.060000,249.780000,225,10.500000,
54040,5037.000000,251.900000,249.630000,224,10.600000,
53930,5052.000000,251.750000,249.500000,224,10.700000,
53860,5061.000000,251.690000,249.460000,224,10.800000,
53770,5073.000000,251.620000,249.420000,223,10.900000,
53710,5082.000000,251.620000,249.420000,224,11.000000,
53640,5091.000000,251.420000,249.260000,223,11.000000,
53530,5106.000000,251.340000,249.160000,223,11.100000,
53440,5118.000000,251.210000,249.050000,223,11.100000,
53350,5130.000000,251.160000,249.000000,223,11.200000,
53290,5140.000000,251.100000,249.020000,222,11.300000,
53200,5152.000000,250.950000,248.920000,222,11.500000,
53130,5161.000000,250.920000,248.960000,221,11.700000,
53060,5171.000000,250.730000,248.780000,220,11.800000,
52990,5181.000000,250.640000,248.730000,220,12.000000,
52910,5193.000000,250.530000,248.650000,219,12.100000,
52840,5201.000000,250.450000,248.630000,219,12.200000,
52760,5212.000000,250.320000,248.560000,219,12.200000,
52660,5227.000000,250.230000,248.490000,219,12.100000,
52560,5240.000000,250.080000,248.410000,220,12.300000,
52460,5255.000000,249.930000,248.270000,220,12.400000,
52370,5267.000000,249.800000,248.200000,220,12.400000,
52280,5279.000000,249.670000,248.170000,220,12.400000,
52170,5295.000000,249.560000,248.140000,221,12.500000,
52070,5310.000000,249.390000,248.040000,222,12.500000,
51960,5324.000000,249.280000,248.040000,223,12.300000,
51860,5338.000000,249.150000,247.990000,224,12.200000,
51760,5352.000000,248.970000,247.910000,224,12.000000,
51700,5362.000000,248.890000,247.860000,224,11.800000,
51630,5371.000000,248.840000,247.860000,224,11.700000,
51560,5381.000000,248.760000,247.820000,224,11.600000,
51470,5393.000000,248.670000,247.800000,224,11.600000,
51400,5403.000000,248.580000,247.750000,224,11.500000,
51320,5415.000000,248.540000,247.780000,224,11.600000,
51230,5427.000000,248.390000,247.680000,224,11.600000,
51140,5440.000000,248.230000,247.580000,225,11.500000,
51090,5448.000000,248.190000,247.570000,226,11.500000,
51020,5457.000000,248.100000,247.520000,227,11.500000,
50960,5466.000000,248.010000,247.480000,227,11.400000,
50870,5479.000000,247.930000,247.420000,228,11.500000,
50780,5491.000000,247.800000,247.280000,228,11.600000,
50710,5502.000000,247.730000,247.130000,228,11.600000,
50630,5513.000000,247.640000,247.020000,227,11.800000,
50560,5523.000000,247.580000,246.820000,227,11.900000,
50480,5535.000000,247.580000,246.640000,228,12.100000,
50380,5548.000000,247.490000,246.420000,228,12.400000,
50320,5557.000000,247.400000,246.210000,228,12.600000,
50230,5571.000000,247.360000,246.090000,228,12.900000,
50140,5584.000000,247.230000,245.840000,228,13.100000,
50060,5595.000000,247.140000,245.680000,229,13.300000,
50000,5604.000000,247.070000,245.520000,229,13.500000,
49940,5612.000000,247.050000,245.390000,229,13.700000,
49860,5624.000000,246.920000,245.220000,229,13.900000,
49770,5637.000000,246.790000,245.060000,229,14.100000,
49680,5650.000000,246.770000,244.960000,229,14.300000,
49610,5661.000000,246.720000,244.570000,229,14.400000,
49540,5670.000000,246.770000,244.130000,229,14.400000,
49480,5680.000000,246.660000,243.670000,229,14.300000,
