numer_sta,date,nb_niv,
07761,20241202010433,587,
p_niv,altitude,t,td,dd,ff,
35363,8137.400000,235.290000,226.520000,350,14.800000,
35260,8157.400000,235.070000,226.540000,350,14.900000,
35162,8176.700000,234.880000,226.640000,350,14.900000,
35063,8196.000000,234.680000,226.750000,350,15.000000,
34935,8221.200000,234.450000,226.800000,350,15.000000,
34801,8247.600000,234.190000,226.790000,350,15.100000,
34673,8272.800000,233.980000,226.860000,350,15.200000,
34543,8298.600000,233.770000,226.810000,349,15.300000,
34436,8319.600000,233.580000,226.650000,349,15.300000,
34342,8338.300000,233.390000,226.510000,349,15.400000,
34248,8357.200000,233.180000,226.320000,348,15.400000,
34137,8379.400000,232.990000,226.140000,348,15.300000,
34049,8397.000000,232.820000,225.980000,347,15.400000,
33942,8418.400000,232.630000,225.800000,347,15.400000,
33842,8438.500000,232.440000,225.740000,346,15.400000,
33720,8463.100000,232.190000,225.630000,345,15.500000,
33592,8488.900000,232.000000,225.610000,345,15.500000,
33468,8514.000000,231.750000,225.580000,344,15.600000,
33354,8537.200000,231.520000,225.640000,344,15.700000,
33233,8561.800000,231.340000,225.760000,344,15.700000,
33116,8585.600000,231.110000,225.850000,344,15.800000,
32999,8609.500000,230.860000,225.930000,344,15.900000,
32879,8634.100000,230.630000,226.020000,344,15.900000,
32764,8657.700000,230.410000,226.120000,344,16.000000,
32661,8679.100000,230.270000,226.310000,344,16.100000,
32546,8702.900000,230.080000,226.420000,344,16.100000,
32442,8724.300000,229.860000,226.480000,345,16.200000,
32341,8745.400000,229.650000,226.510000,345,16.300000,
32228,8769.000000,229.430000,226.440000,345,16.400000,
32125,8790.400000,229.250000,226.330000,345,16.500000,
32014,8813.600000,229.010000,226.160000,345,16.700000,
31906,8836.200000,228.820000,226.040000,346,16.800000,
31792,8860.300000,228.690000,225.940000,346,16.900000,
31677,8884.500000,228.510000,225.840000,346,17.100000,
31612,8898.200000,228.380000,225.720000,346,17.100000,
